Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
"Bộ phận cơ bản và quan trọng nhất trong cơ cấu xã hội, liên quan trực tiếp đến các đảng phái chính trị, nhà nước, sở hữu tư liệu sản xuất cũng như địa vị xã hội của con người trong hệ thống sản xuất, tổ chức lao động và phân phối lợi ích xã hội là",Multiple Choice,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - nhân khẩu.,Cơ cấu xã hội - dân tộc.,Cơ cấu xã hội - giai cấp.,,4,30,
"Để dự báo xu hướng vận động và phát triển của dân số ở những giai đoạn lịch sử nhất định và tác động của nó đến sự phát triển mọi mặt của một quốc gia, cần nghiên cứu cơ cấu xã hội nào dưới đây?",Multiple Choice,Cơ cấu xã hội - dân số.,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - tôn giáo.,Cơ cấu xã hội - dân tộc.,,1,30,
"Trong xã hội có giai cấp, cơ cấu nào dưới đây có vị trí quyết định nhất, chi phối các loại hình cơ cấu xã hội khác?",Multiple Choice,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - dân số.,Cơ cấu xã hội - giai cấp.,Cơ cấu xã hội - dân tộc.,,3,30,
"Tổng thể các giai cấp, tầng lớp xã hội tồn tại khách quan trong một chế độ xã hội nhất định, thông qua những mối quan hệ về sở hữu tư liệu sản xuất, về tổ chức quản lí quá trình sản xuất, về địa vị chính trị - xã hội,... giữa các giai cấp và tầng lớp, đó là nội dung thể hiện khái niệm nào dưới đây?",Multiple Choice,Cơ cấu xã hội - kinh tế.,Cơ cấu xã hội - giai cấp.,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - nhân khẩu.,,2,30,
"Cơ cấu xã hội nào dưới đây đề cập tới mối quan hệ về sở hữu tư liệu sản xuất, về tổ chức quản lí, về địa vị chính trị - xã hội?",Multiple Choice,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - giai cấp.,Cơ cấu xã hội - dân cư.,Cơ cấu xã hội - tôn giáo.,,2,30,
"Để xây dựng chính sách phát triển kinh tế, văn hóa, xã hội phù hợp cho từng giai cấp, tầng lớp trong từng giai đoạn lịch sử cụ thể cần căn cứ vào",Multiple Choice,Cơ cấu xã hội - giai cấp.,Cơ cấu xã hội - nghề nghiệp.,Cơ cấu xã hội - dân cư.,Cơ cấu xã hội - tôn giáo.,,1,30,
Nội dung nào dưới đây không phải là sự biến đổi có tính quy luật của cơ cấu xã hội - giai cấp trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,Cơ cấu xã hội - giai cấp biến đổi gắn liền và bị quy định bởi cơ cấu kinh tế.,"Cơ cấu xã hội - giai cấp biến đổi phức tạp, đa dạng, làm xuất hiện các tầng lớp xã hội mới.","Cơ cấu xã hội - giai cấp biến đổi trong mối quan hệ vừa đấu tranh, vừa liên minh, dẫn đến sự xích lại gần nhau giữa các giai tầng trong xã hội.","Cơ cấu xã hội - giai cấp biến đổi và chịu sự tác động của sự biến đổi dân số, tôn giáo.",,4,30,
"Thời kì quá độ lên chủ nghĩa xã hội có cơ cấu xã hội - giai cấp với nhiều giai cấp, tầng lớp khác nhau vì",Multiple Choice,tồn tại nhiều nghề nghiệp và phân công lao động khác nhau.,tồn tại nhiều đức tin tôn giáo.,tồn tại nhiều dân tộc khác nhau.,tồn tại nhiều hình thức sở hữu và nhiều thành phần kinh tế.,,4,30,
"Trong thời kì quá độ lên chủ nghĩa xã hội, giai cấp, tầng lớp nào dưới đây giữ vai trò chủ đạo trong cơ cấu xã hội - giai cấp?",Multiple Choice,Công nhân.,Nông dân.,Trí thức.,Doanh nhân.,,1,30,
"Sự liên kết, hợp tác, hỗ trợ nhau giữa các giai cấp, tầng lớp chủ yếu có lợi ích cơ bản thống nhất và cũng có thể có lợi ích cơ bản đối kháng là nội dung thể hiện khái niệm nào dưới đây",Multiple Choice,Đấu tranh giai cấp.,"Liên minh giai cấp, tầng lớp.","Liên hiệp giai cấp, tầng lớp.","Đoàn kết giai cấp, tầng lớp.",,2,30,
Sự biến đổi của cơ cấu xã hội - giai cấp gắn liền và được quy định bởi sự biến đổi của cơ cấu nào dưới đây?,Multiple Choice,Cơ cấu dân số.,Cơ cấu kinh tế.,Cơ cấu dân tộc.,Cơ cấu dân cư.,,2,30,
"“Trong thời đại chuyên chính vô sản, các giai cấp vẫn tồn tại, nhưng bộ mặt của mỗi một giai cấp đều có thay đổi, quan hệ qua lại giữa các giai cấp cũng biến đối. Cuộc đấu tranh giai cấp chưa chấm dứt dưới thời chuyên chính vô sản, nó chỉ diễn biến ra dưới những hình thức khác mà thôi” là câu nói của",Multiple Choice,C. Mác.,V.I. Lênin.,Ph. Ăngghen.,Hồ Chí Minh.,,2,30,
"Khi khẳng định “một hình thức đặc biệt của liên minh giai cấp giữa giai cấp vô sản, đội tiên phong của người lao động, với đông đảo những tầng lớp lao động không phải vô sản”, V.I. Lênin muốn nói đến khái niệm nào dưới đây?",Multiple Choice,Nhà nước.,Chuyên chính vô sản.,Hiệp hội.,Công đoàn.,,2,30,
"“Nếu không liên minh với nông dân thì không thể có được chính quyền của giai cấp vô sản, không thể nghĩ được đến việc duy trì chính quyền đó...” là câu nói của ai?",Multiple Choice,C. Mác.,V.I. Lênin.,Ph. Ăngghen.,Hồ Chí Minh.,,2,30,
"Giai cấp, tầng lớp nào dưới đây được coi là “người bạn đồng minh tự nhiên” của giai cấp công nhân?",Multiple Choice,Tư sản.,Trí thức.,Nông dân.,Doanh nhân.,,3,30,
"Trong luận điểm: “Trước sự liên minh của các đại biểu khoa học, giai cấp vô sản và giới kĩ thuật, không một thế lực đen tối nào đứng vũng được”, V.I. Lênin đã nhấn mạnh tới vai trò của giai cấp, tầng lớp nào dưới đây trong khối liên minh giai cấp?",Multiple Choice,Doanh nhân.,Trí thức.,Tư sản.,Nông dân.,,2,30,
"Theo V.I. Lênin, để giai cấp vô sản giữ được vai trò lãnh đạo và chính quyền nhà nước, nguyên tắc cao nhất của chuyên chính là duy trì khối liên minh giữa",Multiple Choice,giai cấp vô sản và tầng lớp doanh nhân.,giai cấp nông dân và giai cấp tư sản.,giai cấp vô sản và nông dân.,tầng lớp doanh nhân và đội ngũ trí thức.,,3,30,
"Trong quá trình xây dựng chủ nghĩa xã hội, liên minh giữa giai cấp công nhân, giai cấp nông dân và tầng lớp trí thức trong lĩnh vực nào dưới đây giữ vai trò quyết định?",Multiple Choice,Chính trị.,Văn hóa.,Kinh tế.,Tư tưởng.,,3,30,
"Yếu tố nào dưới đây quyết định sự liên minh giữa giai cấp công nhân, giai cấp nông dân và tầng lớp trí thức?",Multiple Choice,Mong muốn của giai cấp công nhân.,Cùng một kẻ thù là giai cấp tư sản.,Có nhũng lợi ích cơ bản thống nhất với nhau.,Mục tiêu về chính trị của giai cấp công nhân.,,3,30,
"Câu nói “Vô sản tất cả các nước và các dân tộc bị áp bức, đoàn kết lại” là của",Multiple Choice,C. Mác.,Ph.Ăngghen.,Hồ Chí Minh.,V.I. Lênin.,,4,30,
"Trong thời kì quá độ lên chủ nghĩa xã hội, các giai cấp, tầng lớp liên minh với nhau trên những lĩnh vực nào dưới đây?",Multiple Choice,"Kinh tế, chính trị, xã hội.","Kinh tế, chính trị, tôn giáo.","Kinh tế, văn hóa, xã hội.","Kinh tế, chính trị, văn hóa - xã hội.",,4,30,
Lực lượng nào dưới đây được Đảng ta coi là lực lượng đặc biệt và chủ trương xây dựng thành lực lượng vững mạnh trong giai đoạn hiện nay?,Multiple Choice,Doanh nhân.,Trí thức.,Thanh niên.,Công nhân.,,1,30,
"Trong thời kì quá độ lên chủ nghĩa xã hội, giai cấp, tầng lớp nào dưới đây có xu hướng giảm dần về số lượng và tỉ lệ trong cơ cấu xã hội giai cấp?",Multiple Choice,Nông dân.,Trí thức.,Công nhân.,Doanh nhân.,,1,30,
"Đảng ta xác định xây dựng vững mạnh giai cấp, tầng lớp nào dưới đây là trực tiếp nâng tầm trí tuệ của dân tộc, sức mạnh của đất nước, nâng cao năng lực lãnh đạo của Đảng và chất lượng hoạt động của hệ thống chính trị?",Multiple Choice,Trí thức.,Công nhân.,Doanh nhân.,Thanh niên.,,1,30,
"Giai cấp, tầng lớp nào dưới đây được coi là rường cột của nước nhà, chủ nhân tương lai của đất nước?",Multiple Choice,Thanh niên.,Phụ nữ.,Trí thức.,Doanh nhân.,,1,30,
"Xét dưới góc độ kinh tế, nội dung nào dưới đây không phải là nguyên nhân của liên minh giai cấp trong thời kì quá độ lên chủ nghĩa xã hội?",Multiple Choice,Yêu cầu khách quan của đấu tranh giành chính quyền.,"Yêu cầu khách quan của quá trình công nghiệp hóa, hiện đại hóa.",Sự chuyển dịch cơ cấu kinh tế.,"Nhu cầu lợi ích kinh tế của các giai cấp, tầng lóp.",,1,30,
"Sự biến đổi đa dạng, phức tạp của cơ cấu xã hội - giai cấp ở Việt Nam trong thời kì quá độ lên chủ nghĩa xã hội là do",Multiple Choice,chuyển đổi cơ chế kinh tế kế hoạch hóa tập trung sang kinh tế thị trường.,duy trì cơ chế kế hoạch hóa tập trung quan liêu bao cấp.,"sự đa dạng của văn hóa, tôn giáo, tín ngưỡng.",sự đa dạng về tộc người.,,1,30,
"Giai cấp, tầng lớp nào hiện nay không còn trong cơ cấu xã hội - giai cấp ở Việt Nam?",Multiple Choice,Nông dân.,Trí thức.,Địa chủ.,Công nhân.,,3,30,
Nội dung nào dưới đây không phải là vai trò của giai cấp công nhân trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam?,Multiple Choice,Là giai cấp lãnh đạo.,Là giai cấp đại diện cho phương thức sản xuất mới.,Là lực lượng lao động sáng tạo đặc biệt.,Là lực lượng nòng cốt trong khối liên minh giai cấp.,,3,30,
"Trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam, giai cấp, tầng lớp nào dưới đây được coi là lực lượng lao động sáng tạo đặc biệt quan trọng?",Multiple Choice,Nông dân.,Doanh nhân.,Trí thức.,Công nhân.,,3,30,
"Vấn đề liên minh giai cấp công nhân với giai cấp nông dân và đội ngũ trí thức, được Đảng ta khắng định lần đầu tiên tại",Multiple Choice,Đại hội đại biểu toàn quốc lần thứ III (1960).,Đại hội đại biểu toàn quốc lần thứ II (1951).,Đại hội đại biểu toàn quốc lần thứ IV (1976).,Đại hội đại biểu toàn quốc lần thứ V (1982).,,1,30,
"Hiện nay ở nước ta, giai cấp, tầng lớp nào dưới đây giữ vai trò lãnh đạo khối liên minh?",Multiple Choice,Doanh nhân.,Công nhân.,Trí thức.,Nông dân.,,2,30,
"Liên minh giữa các giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội phải dựa trên lập trường tư tưởng - chính trị của giai cấp, tầng lớp nào dưới đây?",Multiple Choice,Công nhân.,Doanh nhân.,Trí thức.,Nông dân.,,1,30,
"Nội dung nào dưới đây không phải là nội dung chính trị của liên minh giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam?",Multiple Choice,Giữ vững vai trò lãnh đạo của Đảng Cộng sản Việt Nam.,Tăng cường các hình thức giao lưu hợp tác liên kết giữa công nghiệp - nông nghiệp - khoa học công nghệ.,Bảo vệ vững chắc chế độ chính trị.,Xây dựng hoàn thiện nền dân chủ xã hội chủ nghĩa.,,2,30,
Nội dung kinh tế xuyên suốt của thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam là,Multiple Choice,"xác định đúng tiềm lực kinh tế và nhu cầu kinh tế của các giai cấp, tầng lớp và toàn xã hội.","đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước gắn với phát triển kinh tế tri thức theo định hướng xã hội chủ nghĩa.",chuyển giao và ứng dụng khoa học kĩ thuật và công nghệ hiện đại vào sản xuất.,"xác định đúng cơ cấu kinh tế, phát triển kinh tế thị trường.",,2,30,
"Nội dung nào dưới đây không phải là nội dung kinh tế của liên minh giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam?",Multiple Choice,"Xác định đúng tiềm lực kinh tế và nhu cầu kinh tế của các giai cấp, tầng lớp.",Xác định đúng cơ cấu kinh tế.,"Xây dựng nhà nước pháp quyền xã hội chủ nghĩa của nhân dân, do nhân dân, vì nhân dân.",Chuyển giao và ứng dụng khoa học kĩ thuật và công nghệ hiện đại vào sản xuất kinh doanh.,,3,30,
Cần phải giữ vững vai trò lãnh đạo của tổ chức nào dưới đây đối với khối liên minh và toàn xã hội trên lĩnh vực chính trị trong thời kì quá độ lên chủ nghĩa xã hội ở nước ta?,Multiple Choice,Nhà nước cộng hoà xã hội chủ nghĩa Việt Nam.,Mặt trận Tổ quốc Việt Nam.,Đảng Cộng sản Việt Nam.,Quốc hội.,,3,30,
"Nội dung nào dưới đây không phải là nội dung văn hóa - xã hội của liên minh giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam?",Multiple Choice,Chống âm mưu diễn biến hoà bình của các thế lực thù địch và phản động.,Thực hiện xoá đói giảm nghèo.,"Nâng cao dân trí, thực hiện tốt an sinh xã hội.",Chống các biểu hiện tiêu cực và tệ nạn xã hội.,,1,30,
"Theo quan điểm của chủ nghĩa Mác - Lênin, nội dung nào dưới đây có vai trò quyết định đối với sự biến đổi cơ cấu xã hội?",Multiple Choice,Sự đa dạng tộc người.,Sản xuất kinh tế.,"Đời sống văn hóa, tinh thần.","Tôn giáo, tín ngưỡng.",,2,30,
Nội dung nào dưới đây không phải là mục đích của việc nghiên cứu cơ cấu xã hội - giai cấp?,Multiple Choice,"Làm rõ vị trí, vai trò của các giai cấp, tầng lớp trong xã hội.","Nhận diện xu hướng biến đổi, phát triển của các giai cấp, tầng lớp.",Chỉ ra xu hướng biến đổi trong quan hệ các dân tộc trên tất cả các lĩnh vực.,"Để xây dựng hệ thống chính sách xã hội phù hợp với từng giai cấp, tầng lớp.",,3,30,
"Nội dung nào dưới đây là nội dung chính trị của liên minh giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam?",Multiple Choice,"Đảm bảo các quyền dân chủ, quyền con người của công dân.",Chuyển giao và ứng dụng khoa học công nghệ hiện đại vào quá trình sản xuất.,"Phát triển giáo dục và đào tạo, nâng cao dân trí.","Nâng cao chất lượng sống cho nhân dân, thực hiện tốt an sinh xã hội.",,1,30,
"Nội dung nào dưới đây không phải là phương hướng cơ bản để xây dựng cơ cấu xã hội - giai cấp và tăng cường liên minh giai cấp, tầng lớp trong thời kì quá độ lên chủ nghĩa xã hội ở Việt Nam hiện nay?",Multiple Choice,"Chủ động, tích cực hội nhập kinh tế quốc tế.","Đẩy mạnh công nghiệp hóa, hiện đại hóa.",Xây dựng và thực hiện hệ thống chính sách xã hội.,Hoàn thiện thể chế kinh tế thị trường định hướng xã hội chủ nghĩa.,,4,30,
"Ở Việt Nam, vai trò của lực lượng nào dưới đây ngày càng trở nên quan trọng trong bối cảnh đẩy mạnh công nghiệp hóa, hiện đại hóa gắn với phát triển kinh tế tri thức?",Multiple Choice,Công nhân.,Trí thức.,Nông dân.,Doanh nhân.,,2,30,
Nước ta hiện nay có sự phát triển nhanh chóng cả về số lượng và quy mô với vai trò không ngừng tăng lên gắn với nền kinh tế thị trường định hướng xã hội chủ nghĩa của lực lượng,Multiple Choice,công nhân.,doanh nhân.,nông dân.,trí thức.,,2,30,
"Lực lượng nào ở nước ta hiện nay có sự đóng góp tích cực vào việc thực hiện chiến lược phát triển kinh tế - xã hội, giải quyết việc làm cho người lao động và tham gia giải quyết các vấn đề an sinh xã hội, xoá đói, giảm nghèo?",Multiple Choice,Doanh nhân.,Công nhân.,Nông dân.,Trí thức.,,1,30,
"Giữ vững lập trường chính trị - tư tưởng của giai cấp công nhân, vai trò lãnh đạo của Đảng Cộng sản Việt Nam, kiên định mục tiêu, con đường: độc lập dân tộc và chủ nghĩa xã hội là nội dung của liên minh giai cấp trên lĩnh vực",Multiple Choice,Kinh tế.,Chính trị,Văn hóa.,Xã hội.,,2,30,
"Thực hiện đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước gắn với phát triển kinh tế tri thức theo định hướng xã hội chủ nghĩa là nội dung của liên minh giai cấp ở Việt Nam trên lĩnh vực",Multiple Choice,Chính trị.,Văn hóa.,Kinh tế.,Xã hội.,,3,30,
"Thực hiện xoá đói giảm nghèo; thực hiện tốt các chính sách xã hội đối với công nhân, nông dân, trí thức và các tầng lớp nhân dân; chăm sóc sức khoẻ và nâng cao chất lượng sống cho nhân dân; nâng cao dân trí, thực hiện tốt an sinh xã hội là nội dung của liên minh giai cấp ở Việt Nam trên lĩnh vực",Multiple Choice,Chính trị.,Kinh tế.,Xã hội,Văn hóa.,,3,30,
Trình tự nào sau đây thể hiện chính xác quá trình phát triển của các hình thức cộng đồng người trong lịch sử?,Multiple Choice,Thị tộc - bộ lạc - bộ tộc - dân tộc.,Bộ lạc - bộ tộc - thị tộc - dân tộc.,Bộ tộc - bộ lạc - dân tộc - thị tộc.,Thị tộc - bộ tộc - bộ lạc - dân tộc.,,1,30,
Nội dung nào dưới đây là nguyên nhân dẫn đến việc hình thành dân tộc có sự khác nhau giữa các khu vực trên thế giới?,Multiple Choice,"Sự khác nhau về yếu tố kinh tế, xã	 hội và ý thức tộc người.","Sự khác nhau về vị trí địa lí, điều kiện tự nhiên.","Sự khác nhau về vị trí địa lí, tài nguyên thiên nhiên.","Sự khác nhau về vị trí địa lí, điều kiện tự nhiên và ý thức tộc người.",,4,30,
"Ở các nước phương Tây, dân tộc ra đời vào khoảng",Multiple Choice,thế kỉ XI.,thế kỉ XII.,thế kỉ XIII.,thế kỉ XV.,,4,30,
Yếu tố nào dưới đây có ý nghĩa quyết định nhất đến sự ra đời của dân tộc ở phương Tây?,Multiple Choice,"Vị trí địa lí, điều kiện tự nhiên.",Sự chín muồi của yếu tố tộc người.,Sự phát triển của lực lượng sản xuất trong sản xuất hàng hóa tư bản chủ nghĩa.,Sự phát triển của quan hệ sản xuất trong sản xuất hàng hóa tư bản chủ nghĩa.,,3,30,
Nội dung nào dưới đây là nguyên nhân dẫn đến sự ra đời của dân tộc ở phương Tây gắn liền với sự ra đời của chủ nghĩa tư bản?,Multiple Choice,"Chủ nghĩa tư bản đi chiếm các nước làm thuộc địa, mở rộng lãnh thổ.",Lực lượng sản xuất trong chủ nghĩa tư bản phát triển.,Giữa các địa phương có sự khác biệt về trình độ phát triển kinh tế.,Ý thức tư sản phát triển mạnh mẽ dẫn đến sự hợp nhất các bộ tộc.,,2,30,
"Sự phát triển của phương thức sản xuất châu Á, của chế độ sở hữu công cộng về ruộng đất là yếu tố quyết định nhất dẫn tới sự ra đời của các dân tộc ở",Multiple Choice,khu vực Đông Bắc Á.,phương Đông.,khu vực Đông Nam Á.,khu vực Tây Á.,,2,30,
Dân tộc ở phương Tây là loại hình dân tộc,Multiple Choice,tư sản.,tiền phong kiến.,hậu phong kiến.,hậu tư sản.,,1,30,
"Sự ra đời của dân tộc chủ yếu do tác động của các yếu tố kinh tế, chính trị, văn hóa từ bên ngoài, yếu tố tộc người mờ nhạt là nội dung thể hiện sự ra đời của các dân tộc ở",Multiple Choice,Châu Âu.,Châu Mỹ.,Châu Á.,Châu Phi.,,2,30,
"Sự hình thành của một số dân tộc ở đâu dưới đây có sự tham gia của nhóm người nhập cư từ châu Âu và châu lục khác trong quá trình xâm lược thuộc địa của chủ nghĩa đế quốc, thực dân?",Multiple Choice,Châu Á.,Châu Phi.,Châu Mỹ.,Châu Đại Dương.,,3,30,
Nội dung nào dưới đây không phải là đặc điểm của dân tộc theo nghĩa rộng?,Multiple Choice,Có chung một vùng lãnh thổ ổn định.,Có chung một phương thức sinh hoạt kinh tế.,Mỗi vùng miền sử dụng riêng một loại ngôn ngữ.,Có chung nền văn hóa và tâm lí.,,3,30,
"Dấu hiệu xác định không gian sinh tồn, vị trí địa lí của một dân tộc, biểu thị vùng đất, vùng trời, vùng biển mà mỗi dân tộc được quyền sở hữu là nội dung cùa khái niệm",Multiple Choice,lãnh thổ.,địa giới hành chính.,biên giới.,tổ quốc.,,1,30,
Yếu tố nào dưới đây thể hiện đầy đủ chủ quyền của một dân tộc trong tương quan với các quốc gia dân tộc khác?,Multiple Choice,Biên giới.,Lãnh thổ.,Lãnh hải.,Địa giới hành chính.,,2,30,
Nhiệm vụ nào dưới đây là nghĩa vụ và trách nhiệm cao nhất của mỗi thành viên dân tộc?,Multiple Choice,Bảo vệ chủ quyền quốc gia.,Xây dựng nền văn hóa tiên tiến.,Lao động phát triển kinh tế đất nước.,Tham gia giải quyết các vấn đề xã hội.,,1,30,
"Đặc trưng nào dưới đây là quan trọng nhất, là cơ sở gắn kết các bộ phận, các thành viên trong dân tộc, tạo nên tính thống nhất, ổn định, bền vững của dân tộc?",Multiple Choice,Chung một vùng lãnh thổ.,Chung một phương thức sinh hoạt kinh tế.,Chung một ngôn ngữ làm công cụ giao tiếp.,Chung một nền văn hóa và tâm lí.,,2,30,
"Trong một quốc gia có nhiều cộng đồng người, với các ngôn ngữ khác nhau, nhưng bao giờ cũng sẽ có một ngôn ngữ chung thống nhất là nội dung thể hiện đặc trưng nào dưới đây của quốc gia dân tộc?",Multiple Choice,Có ngôn ngữ viết chung.,Có ngôn ngữ nói riêng.,Có chung một ngôn ngữ làm công cụ giao tiếp.,Có nhiều ngôn ngữ làm công cụ giao tiếp.,,3,30,
"Biểu hiện thông qua tâm lí, tính cách, phong tục, tập quán, lối sống của dân tộc, tạo nên bản sắc riêng của dân tộc là nội dung thể hiện khái niệm nào dưới đây?",Multiple Choice,Văn hóa vật chất và văn hóa tinh thần.,Văn hóa đa quốc gia.,Văn hóa dân tộc.,Giao lưu văn hóa.,,3,30,
"Các thành viên cũng như các cộng đồng tộc người trong một dân tộc đều chịu sự quản lí, điều khiển của",Multiple Choice,một tổ chức độc lập.,một đảng độc lập.,một xã hội độc lập.,một nhà nước độc lập.,,4,30,
"Tố chức nào dưới đây là đặc trưng cho thể chế chính trị của dân tộc, là đại diện cho dân tộc trong quan hệ với các quốc gia dân tộc khác trên thế giới?",Multiple Choice,Đảng Cộng sản.,Mặt trận Tổ quốc.,Các đoàn thể chính trị - xã hội.,Nhà nước.,,4,30,
"Tiêu chí nào dưới đây là quan trọng nhất để phân định tộc người này với tộc người khác và có vị trí quyết định đối với sự tồn tại, phát triển của mỗi tộc người?",Multiple Choice,Sự phát triển về kinh tế.,Sự tiến bộ trong nhận thức.,Sự nâng cao đời sống vật chất và tinh thần.,Ý thức tự giác tộc người.,,4,30,
"Sự trưởng thành của ý thức dân tộc, sự thức tỉnh về chủ quyền là nguyên nhân dẫn đến việc các cộng đồng dân cư muốn",Multiple Choice,tách ra để thành dân tộc độc lập.,liên kết lại với nhau.,liên minh với nhau về kinh tế.,thể hiện tính độc lập trong phát triển kinh tế.,,1,30,
Nội dung nào sau đây phản ánh đúng mục đích cao nhất của xu hướng hình thành quốc gia dân tộc độc lập?,Multiple Choice,Sự trưởng thành của ý thức dân tộc.,Sự độc lập về lựa chọn chế độ chính trị.,Sự khẳng định về chủ quyền.,Sự độc lập về lựa chọn chế độ kinh tế.,,3,30,
"Trong thời đại của chủ nghĩa tư bản, xu hướng hình thành các quốc gia dân tộc độc lập này biểu hiện thành phong trào nào dưới đây?",Multiple Choice,Đấu tranh chống áp bức giai cấp.,Đấu tranh chống áp bức dân tộc.,"Đấu tranh chống áp bức, bóc lột.",Đấu tranh chống cưỡng bức văn hóa.,,2,30,
"Sự thống nhất những lợi ích về kinh tế, chính trị, văn hóa, xã hội,... là nguyên nhân dẫn tới xu hướng hình thành",Multiple Choice,dân tộc độc lập.,Các tổ chức kinh tế.,liên hiệp các dân tộc.,Các tổ chức phi chính phủ.,,3,30,
"Lí do nào dưới đây làm xuất hiện nhu cầu xoá bỏ hàng rào ngăn cách giữa các dân tộc, tạo nên mối quan hệ quốc gia và quốc tế rộng lớn, thúc đẩy các dân tộc xích lại gần nhau?",Multiple Choice,"Sự xâm lược của các nước đế quốc thực dân, phong trào đấu tranh của các nước thuộc địa, phụ thuộc.",Chính sách mở của các nhà nước trong hoạt động kinh tế.,"Sự phát triển của lực lượng sản xuất, khoa học công nghệ, giao lưu kinh tế và văn hóa.",Sự phát triển của khoa học công nghệ đặc biệt là lĩnh vực giao thông vận tải.,,3,30,
"Điền từ ngữ thích hợp vào chỗ trống: Bàn về hai xu hướng khách quan của sự phát triển dân tộc, V.I. Lênin đã viết: “Trong quá trình phát triển của ……, có hai xu hướng …….. trong vấn đề ………. Cả hai xu hướng đó là quy luật …… của chủ nghĩa tư bản”.",Multiple Choice,"chủ nghĩa tư bản, lịch sử, dân tộc, phổ biến.","dân tộc, phát triển, dân tộc, khách quan.","chủ nghĩa tư bản, khách quan, dân tộc, phổ biến.","dân tộc, lịch sử, dân tộc, khách quan.",,1,30,
Mục tiêu chính trị chủ yếu của mọi quốc gia trong thời đại ngày nay là,Multiple Choice,độc lập dân tộc.,liên kết khu vực.,liên minh quốc tế.,chủ nghĩa xã hội.,,1,30,
"Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin thể hiện quan điểm, lập trường của chủ thể nào dưới đây trong giải quyết quan hệ dân tộc?",Multiple Choice,Nhân dân lao động.,Giai cấp nông dân.,Giai cấp công nhân.,Đội ngũ trí thức.,,3,30,
Nguyên tắc đầu tiên trong Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin là,Multiple Choice,Các dân tộc có quyền tự do.,Các dân tộc có quyền tự quyết.,Các dân tộc hoàn toàn bình đẳng.,Liên hệ công nhân tất cả các dân tộc.,,3,30,
"Tất cả mọi dân tộc (kể cả bộ tộc và chủng tộc) dù lớn hay nhỏ, dù đông người hay ít người, dù phát triển ở trình độ cao hay thấp đều có quyền lợi và nghĩa vụ ngang nhau ….. là nội dung thể hiện quyền nào dưới đây của các dân tộc?",Multiple Choice,Bình đẳng.,Hợp tác.,Tự quyết.,Độc lập.,,1,30,
Quyền bình đẳng của các dân tộc phải được ghi vào,Multiple Choice,"công pháp quốc tế, luật pháp quốc gia.","công pháp khu vực, luật pháp quốc gia.","luật pháp quốc gia, quy định của từng tộc người.",công pháp và công ước quốc tế.,,1,30,
"Khắc phục sự chênh lệch về trình độ phát triển kinh tế, văn hóa, xã hội giữa các dân tộc, tạo điều kiện để các dân tộc còn lạc hậu phát triển nhanh trên con đường tiến bộ là điều kiện để đảm bảo việc thực hiện quyền nào dưới đây của các dân tộc trong một quốc gia đa dân tộc?",Multiple Choice,Hợp tác.,Bình đẳng.,Phát triển.,Giao lưu.,,2,30,
"Đấu tranh chống chủ nghĩa phân biệt chủng tộc, chủ nghĩa bá quyền nước lớn, chống sự áp bức bóc lột, sự vi phạm lợi ích của nước lớn, nước phát triển đối với các nước nhỏ, lạc hậu, chậm phát triển là biểu hiện của quyền",Multiple Choice,tự do trong quan hệ giữa các quốc gia dân tộc.,bình đẳng trong quan hệ giữa các quốc gia dân tộc.,tự quyết trong quan hệ giữa các quốc gia dân tộc.,giao lưu trong quan hệ giữa các quốc gia dân tộc.,,2,30,
"Các dân tộc được tự do lựa chọn con đường phát triển, lựa chọn chế độ chính trị trong quá trình vận động, phát triển của dân tộc mình là nội dung của quyền",Multiple Choice,dân tộc tự quyết.,bình đẳng giữa các dân tộc.,bình đẳng trong quan hệ giữa các quốc gia dân tộc.,giao lưu giữa các dân tộc.,hợp tác giữa các dân tộc.,1,30,
Khi xem xét quyền tự quyết của dân tộc cần đứng vững trên lập trường của,Multiple Choice,giai cấp công nhân.,giai cấp nông dân.,đội ngũ trí thức.,đội ngũ doanh nhân.,,1,30,
